Object ID,CNN Segment ID,Code,Cross Street 1,Cross Street 2,Detection Type,Cross Street 3,Supervisor District,Cross Street 4,Equipment Type,Vehicle Actuation,Pedestrian Signal,Pedestrian Actuation,Preemption Priority,Upgraded,Year of Contract,Last Upgraded,New Signals Project,Modification Project,Full Upgrade Project,Beacon Flasher,Funding Source,Red Light Camera,Start Year,CALTRANS Route,Maintained CALTRANS,Percent Caltrans Maintenance,Maintained SF,Percent SF Maintenance,Percent Port Maintenance,Last Edited Date,Geom
4220,25574000,Preempt,HYDE,NORTH POINT,MECHANICAL, ,2, ,SIGNAL, ,ALL, ,CABLE CAR PREEMPTION,FULL DONE, ,1997,NONE,NONE,DONE,NONE,FED/SALES TAX, ,1975, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.805725203, -122.420382265)"
4221,24791000,Fix,COLUMBUS,KEARNY,OPTICOM,PACIFIC,3, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",NONE, , ,NONE,NONE,NONE,NONE, , ,1962, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7969140046, -122.405301612)"
4222,24696000,Fix,BATTERY,JACKSON, , ,3, ,SIGNAL, ,ALL, , ,NONE, , , , , , , , ,1968, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7967817902, -122.400694553)"
4223,25103000,Preempt,JACKSON,MASON,MECHANICAL, ,3, ,SIGNAL, ,ALL, ,CABLE CAR PREEMPTION,NONE, , , , , , , , ,1984, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7954134732, -122.411554749)"
4224,33625000,Fix,DOYLE,LYON, ,MARINA,2, ,SIGNAL,WIRELESS,SOME PHASES, , ,NONE, , , , , , ,STATE/CITY,YES,1985, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.8047291695, -122.448292368)"
4225,23978000,Fix,24TH ST,HARRISON, , ,9, ,SIGNAL, ,ALL, , ,FULL DONE, , ,NONE,NONE,DONE,NONE, , ,1953, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7526335331, -122.411913033)"
4226,24113000,Preempt,21ST ST,MISSION,OPTICOM, ,9, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE, , ,NONE,NONE,DONE,NONE, , ,1953, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7570403449, -122.418914242)"
4227,24111000,Fix,22ND ST,MISSION,OPTICOM, ,9, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE, , ,NONE,NONE,DONE,NONE, , ,1953, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7554418786, -122.418760787)"
4228,24094000,Preempt,23RD ST,MISSION,OPTICOM, ,9, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE, , ,NONE,NONE,DONE,NONE, , ,1953, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7538415303, -122.418607158)"
4229,24133000,Fix,18TH ST,CAPP, , ,9, ,SIGNAL, ,ALL, , ,MOD DONE, ,1999,NONE,DONE,NONE,NONE,SALES TAX, ,1999, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7619065061, -122.418284533)"
4230,25813000,Fix,18TH ST,CASTRO, , ,8, ,SIGNAL, ,ALL, , ,NONE, , , , , , , , ,1952, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7608938748, -122.435013917)"
4231,26004000,Fix,14TH ST,CASTRO, , ,8, ,SIGNAL, ,ALL, , ,MOD DONE, , ,NONE,DONE,NONE,NONE, , ,1968, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7673329015, -122.435637358)"
4232,25797000,Fix,16TH ST,SANCHEZ, , ,8, ,SIGNAL, ,SOME PHASES, , ,NONE, , , , , , , , ,1972, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7643784531, -122.430895369)"
4233,27149000,Fix,07TH AVE,IRVING, , ,5, ,SIGNAL, ,ALL, , ,MOD DONE, , ,NONE,DONE,NONE,NONE, , ,1954, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.76413581, -122.464185243)"
4234,26475000,Fix,FULTON,STANYAN, , ,1, ,SIGNAL, ,ALL, , ,NONE, , , , , , , , ,1950, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7747604263, -122.454695868)"
4235,26446000,Actuated,HAYES,STANYAN, , ,"1,5", ,SIGNAL,WIRELESS,ALL,YES, ,NONE, , , , , , , , ,1988, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7729001191, -122.454298337)"
4236,26376000,Fix,HAYES,MASONIC, , ,5, ,SIGNAL, ,ALL, , ,FULL DONE, , ,NONE,NONE,DONE,NONE,SALES TAX, ,1962, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7739403141, -122.446104946)"
4237,26434000,Fix,HAIGHT,STANYAN, , ,5, ,SIGNAL, ,ALL, , ,MOD PENDING, , ,NONE,PENDING,NONE,NONE, , ,1968, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7691701663, -122.453550095)"
4238,26319000,Fix,BAKER,OAK, , ,5, ,SIGNAL, ,ALL, , ,FULL DONE,07/00, ,NONE,NONE,DONE,NONE,SALES TAX, ,1955, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.772717816, -122.440748365)"
4239,26327000,Fix,LYON,OAK, , ,5, ,SIGNAL, ,ALL, , ,FULL DONE,07/00, ,NONE,NONE,DONE,NONE,SALES TAX, ,1955, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7725092581, -122.442391195)"
4240,26416000,Fix,CLAYTON,OAK, , ,5, ,SIGNAL, ,ALL, , ,FULL DONE,07/00, ,NONE,NONE,DONE,NONE,SALES TAX, ,1955, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7716736815, -122.448971213)"
4241,26349000,Fix,CENTRAL,FELL, , ,5, ,SIGNAL, ,ALL, , ,FULL DONE,07/00, ,NONE,NONE,DONE,NONE,SALES TAX, ,1955, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7732170093, -122.444229401)"
4242,26354000,Fix,FELL,LYON, , ,5, ,SIGNAL, ,ALL, , ,FULL DONE,07/00, ,NONE,NONE,DONE,NONE,SALES TAX, ,1955, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7734291672, -122.442578069)"
4243,26350000,Fix,BAKER,FELL, , ,5, ,SIGNAL, ,ALL, , ,FULL DONE,07/00, ,NONE,NONE,DONE,NONE,SALES TAX, ,1955, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7736402385, -122.44093501)"
4244,26036000,Fix,BRODERICK,OAK, , ,5, ,SIGNAL, ,ALL, , ,FULL DONE,07/00, ,NONE,NONE,DONE,NONE,SALES TAX, ,1955, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7729269244, -122.439101819)"
4245,26058000,Fix,BRODERICK,FELL, , ,5, ,SIGNAL, ,ALL, , ,FULL DONE,07/00, ,NONE,NONE,DONE,NONE,SALES TAX, ,1955, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7738520625, -122.439290017)"
4246,26379000,Fix,FULTON,MASONIC, , ,"1,5", ,SIGNAL, ,ALL, , ,FULL AFTER MOD DONE, , ,NONE,DONE,DONE,NONE,SALES TAX, ,1953, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.775806534, -122.44648405)"
4247,26077000,Preempt,DIVISADERO,TURK,OVERHEAD CONTACT PAN, ,5, ,SIGNAL, ,SOME PHASES, ,ACTUATED TRANSIT PHASE,FULL AFTER MOD FUTURE, , ,NONE,DONE,FUTURE,NONE,SALES TAX, ,1955, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7796645733, -122.438753402)"
4248,26079000,Fix,BRODERICK,TURK, , ,"2,5", ,SIGNAL, ,NONE, , ,FULL FUTURE, , ,NONE,NONE,FUTURE,NONE, , ,1990, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7794435799, -122.440409974)"
4249,26471000,Fix,FULTON,PARKER, ,SHRADER,1, ,SIGNAL, ,ALL, , ,MOD DONE, , , ,DONE, , , , ,1953, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7750002606, -122.452823457)"
4250,26811000,Preempt,BAKER,GEARY,OPTICOM,SAINT JOSEPHS,2, ,SIGNAL, ,PENDING, ,"TSP,FIRE PREEMPT",FULL AFTER MOD PENDING, , ,NONE,DONE,PENDING,NONE,SALES TAX, ,1962, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.78289028, -122.44280632)"
4251,26930000,Preempt,GEARY,PARKER,OPTICOM, ,"1,2", ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE,10/01, ,NONE,NONE,DONE,NONE,SALES TAX, ,1959, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7816037639, -122.454189214)"
4252,26976000,Actuated,BRODERICK,LOMBARD, ,RICHARDSON,2, ,SIGNAL,LOOPS&VIDEO,ALL,YES, ,FULL DONE,08/06, ,NONE,NONE,DONE,NONE,STATE/CITY, ,1947,480(b), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7987951905, -122.444331841)"
4253,30727000,Fix,DRUMM,MAIN,OPTICOM,MARKET,"3,6", ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE, ,1998,NONE,NONE,DONE,NONE,MUNI, ,1949, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7932612977, -122.396315219)"
4254,24572000,Actuated,EMBARCADERO,WASHINGTON,VETAG, ,3, ,SIGNAL,WIRELESS&LOOPS,ALL,YES,TSP,FULL DONE, ,1999,NONE,NONE,DONE,NONE,FEDS, ,1991, , ,, ,,67,06/21/2017 12:00:00 AM +0000,"(37.7966877386, -122.395418498)"
4255,24571000,Fix,DRUMM,WASHINGTON, , ,3, ,SIGNAL, ,ALL, , ,FULL DONE,10/99, ,NONE,NONE,DONE,NONE,FEDS, ,1991, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7963518079, -122.396971053)"
4256,24575000,Fix,CLAY,DRUMM,OPTICOM, ,3, ,SIGNAL, ,ALL, ,FIRE PREEMPT,FULL DONE,10/99, ,NONE,NONE,DONE,NONE,FEDS, ,1991, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7954710625, -122.396784787)"
4257,52248000,Fix,MARIPOSA,OFF RAMP I-280, ,ON RAMP I-280,"6,10",OWENS,SIGNAL,LOOPS,ALL,YES, ,FULL PENDING, , ,NONE,NONE,PENDING,NONE, , ,1986,280,X,33,X,67,,06/21/2017 12:00:00 AM +0000,"(37.7640950664, -122.392499033)"
4258,21345000,Actuated,CESAR CHAVEZ,VALENCIA, , ,"8,9", ,SIGNAL,WIRELESS,ALL, , ,FULL DONE, ,1995,NONE,NONE,DONE,NONE,SALES TAX, ,1950, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7481302247, -122.420292043)"
4259,24563000,Actuated,01ST ST,MISSION,OPTICOM, ,6, ,SIGNAL,QUEUE LOOPS,ALL, ,"TSP,FIRE PREEMPT",FULL DONE,04/01, ,NONE,NONE,DONE,NONE,SALES TAX, ,1957, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7897675449, -122.397587682)"
4260,24634000,RLC,05TH ST,MISSION,OPTICOM, ,6, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE,04/01, ,NONE,NONE,DONE,NONE,SALES TAX,YES,1956, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7827365821, -122.406492617)"
4261,24313000,Fix,09TH ST,MISSION,OPTICOM, ,6, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE,04/01, ,NONE,NONE,DONE,NONE,SALES TAX, ,1956, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7762354649, -122.414724219)"
4262,25226000,Actuated,PINE,VAN NESS, , ,"2,3", ,SIGNAL, ,ALL, , ,FULL DONE,10/00,1996,NONE,NONE,DONE,NONE,SALES TAX, ,1948,101(b), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7894170069, -122.422148425)"
4263,24248000,Fix,10TH ST,HOWARD, , ,6, ,SIGNAL, ,ALL, , ,FULL DONE,1/02,1999,NONE,NONE,DONE,NONE,FEDS, ,1948, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7740482723, -122.414380904)"
4264,167000,Fix,03RD ST,MIDBLOCK AT,OPTICOM,HOWARD,6,MISSION,SIGNAL, ,ALL,YES,"TSP,FIRE PREEMPT",NEW DONE, ,1996,DONE,NONE,NONE,NONE,SALES TAX, ,1996, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7855491741, -122.401129064)"
4265,9095000,Fix,MISSION,MIDBLOCK AT,OPTICOM,03RD ST,6,04TH ST,SIGNAL, ,ALL,YES,"TSP,FIRE PREEMPT",NEW DONE, ,1994, , , , ,PRIVATE, ,1994, , ,100,X,0,,06/21/2017 12:00:00 AM +0000,"(37.7853721528, -122.403098356)"
4266,9096000,Fix,MISSION,MIDBLOCK AT,OPTICOM,04TH ST,6,05TH ST,SIGNAL, ,ALL,YES,"TSP,FIRE PREEMPT",FULL DONE, ,1996,NONE,NONE,DONE,NONE,SALES TAX, ,1996, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7835907332, -122.40535182)"
4267,7038000,Fix,HOWARD,MIDBLOCK AT, ,03RD ST,6,04TH ST,SIGNAL, ,ALL,YES, ,NEW DONE, , ,DONE, , , , , ,1992, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.784174308, -122.401557252)"
4268,6436201,Fix,GREAT HWY,VICENTE, , ,4, ,SIGNAL, ,ALL, , ,FULL FUTURE, , ,NONE,NONE,FUTURE,NONE, , ,1988, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.737955438, -122.506997781)"
4269,6436202,Fix,GREAT HWY,TARAVAL, , ,4, ,SIGNAL, ,ALL, , ,FULL FUTURE, , ,NONE,NONE,FUTURE,NONE, , ,1988, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7416591309, -122.507461025)"
4270,6436203,Fix,GREAT HWY,RIVERA, , ,4, ,SIGNAL, ,ALL, , ,FULL FUTURE, , ,NONE,NONE,FUTURE,NONE, , ,1989, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7453699865, -122.507959557)"
4271,6436205,Fix,GREAT HWY,PACHECO, , ,4, ,SIGNAL, ,ALL, , ,FULL FUTURE, , ,NONE,NONE,FUTURE,NONE, , ,1989, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7490900601, -122.50842489)"
4272,6436206,Fix,GREAT HWY,NORIEGA, , ,4, ,SIGNAL, ,ALL, , ,FULL FUTURE, , ,NONE,NONE,FUTURE,NONE, , ,1988, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7528184354, -122.5089048)"
4273,6436208,Fix,GREAT HWY,JUDAH, , ,4, ,SIGNAL, ,ALL, , ,FULL FUTURE, , ,NONE,NONE,FUTURE,NONE, , ,1988, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7602771126, -122.509888171)"
4274,6436207,Fix,GREAT HWY,LAWTON, , ,4, ,SIGNAL, ,ALL, , ,FULL FUTURE, , ,NONE,NONE,FUTURE,NONE, , ,1988, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7565479513, -122.509397621)"
4275,50361000,Fix,BUCHANAN,POST, , ,5, ,SIGNAL, ,ALL, , ,FULL DONE,1/02, ,NONE,NONE,DONE,NONE,SALES TAX, ,1971, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7855519114, -122.429772045)"
4276,4607000,Fix,DAVIS,MIDBLOCK AT, ,CLAY,3,SACRAMENTO,SIGNAL, ,ALL, , ,NONE, , , , , , , , ,1986, , ,100,X,0,,06/21/2017 12:00:00 AM +0000,"(37.7948684361, -122.397898387)"
4277,12553201,Fix,EMBARCADERO,MIDBLOCK AT,VETAG,FERRY BUILDING NB,3, ,SIGNAL, ,ALL, ,TSP,NEW DONE, ,1999,DONE,NONE,NONE,NONE,FEDS, ,2000, , ,, ,,100,06/21/2017 12:00:00 AM +0000,"(37.7951865772, -122.393817969)"
4278,12562101,Fix,EMBARCADERO,MIDBLOCK AT,VETAG,PIER 39,3, ,SIGNAL,VETAG-LRV,ALL, ,TSP,NEW DONE, ,1998,DONE,NONE,NONE,NONE,MUNI, ,1996, , ,, ,,100,06/21/2017 12:00:00 AM +0000,"(37.8082273925, -122.410025409)"
4279,12556202,Fix,EMBARCADERO,MIDBLOCK AT,VETAG,PIER 23,3, ,SIGNAL,LOOPS,ALL,YES,TSP,NEW DONE, ,1995,DONE,NONE,NONE,NONE,FEDS, ,1995, , ,, ,,100,06/21/2017 12:00:00 AM +0000,"(37.802969357, -122.400884657)"
4280,12547101,Actuated&Preempt,EMBARCADERO,MIDBLOCK AT,VETAG,BRANNAN,6,TOWNSEND,SIGNAL,LOOPS,ALL,YES,TSP,NEW DONE, ,1998,DONE,NONE,NONE,NONE,FEDS, ,1996, , ,, ,,100,06/21/2017 12:00:00 AM +0000,"(37.7835896168, -122.388270038)"
4281,7832201,Preempt,KING,MIDBLOCK AT,VETAG,02ND ST,6,03RD ST,SIGNAL, ,ALL,YES,TSP,NEW DONE, ,1994, , , , ,FEDS, ,1997, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7790515399, -122.390627346)"
4282,7833201,Preempt,KING,MIDBLOCK AT,VETAG,03RD ST,6,04TH ST,SIGNAL, ,ALL,YES,TSP,NEW DONE, ,1997, , , , ,FEDS, ,1997, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7772777421, -122.392947693)"
4283,7834201,Preempt,KING,MIDBLOCK AT,VETAG,04TH ST,6,05TH ST,SIGNAL, ,ALL,YES,TSP,NEW DONE, ,1997, , , , ,FEDS, ,1998, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7755318923, -122.395203676)"
4284,4971000,Fix,DRUMM,MIDBLOCK AT, ,CLAY,3,SACRAMENTO,SIGNAL, ,ALL, , ,NONE, , , , , , , , ,1986, , ,100,X,0,,06/21/2017 12:00:00 AM +0000,"(37.7950124859, -122.396669649)"
4285,5871000,Fix,FRONT,MIDBLOCK AT, ,CLAY,3,SACRAMENTO,SIGNAL, ,ALL, , ,NONE, , , , , , , , ,1986, , ,100,X,0,,06/21/2017 12:00:00 AM +0000,"(37.7947324036, -122.399062265)"
4286,7990201,Actuated,FOREST HILL STATION,LAGUNA HONDA, , ,7, ,SIGNAL,WIRELESS,ALL,YES, ,FULL DONE,1/02, ,NONE,NONE,DONE,NONE,SALES TAX, ,1954, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7480372831, -122.458735404)"
4287,9751000,Preempt,OAK,MIDBLOCK AT, ,FRANKLIN,5,GOUGH,SIGNAL, ,ALL,YES,FIRE PREEMPT,NEW DONE, ,1997, , , , ,PRIVATE, ,1997, , ,100, ,0,,06/21/2017 12:00:00 AM +0000,"(37.7751317441, -122.421782892)"
4288,10293000,Fix,PARNASSUS,MIDBLOCK AT, ,UCSF HOSPITAL,"5,7", ,SIGNAL, ,ALL, , ,NONE, , ,NONE,NONE,NONE,NONE, , ,1974, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7632063375, -122.458678861)"
4289,11010101,Actuated,BAKER,CHESTNUT, ,RICHARDSON,2, ,SIGNAL,WIRELESS&LOOPS,ALL,YES, ,FULL DONE,08/06, ,NONE,NONE,DONE,NONE,STATE/CITY, ,1947,480(b), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7995858554, -122.445978594)"
4290,25013000,Preempt,POWELL,SACRAMENTO,"OPTICOM,MECHANICAL", ,3, ,SIGNAL, ,ALL, ,"TSP,CABLE CAR PREEMPTION",NEW DONE, ,1999, , , , ,SALES TAX, ,1999, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7929757183, -122.409374501)"
4291,22267000,Actuated,BOSWORTH,CONGO, ,ELK,"7,8", ,SIGNAL,WIRELESS,ALL,YES, ,NEW DONE, ,1999, , , , ,SALES TAX, ,1999, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7348617487, -122.439947599)"
4292,21441000,Fix,GENEVA,MADRID,OPTICOM, ,11, ,SIGNAL,WIRELESS,ALL,YES,"TSP,FIRE PREEMPT",NEW DONE, ,1999, , , , ,SALES TAX, ,1999, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7149449864, -122.437818475)"
4293,23126000,Actuated,LAKE MERCED,MIDDLEFIELD, , ,7, ,SIGNAL,WIRELESS&LOOPS,ALL,YES, ,NEW DONE, ,1999, , , , ,SALES TAX, ,1999, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7295899465, -122.486565293)"
4294,33719000,Fix,20TH AVE,WINSTON, , ,7, ,SIGNAL, ,ALL, , ,NEW DONE, ,1999, , , , ,SALES TAX, ,1999, , ,50, ,50,,06/21/2017 12:00:00 AM +0000,"(37.7269548506, -122.47605269)"
4295,21841000,Fix,30TH ST,DOLORES, , ,8, ,SIGNAL, ,ALL, , ,NEW DONE, ,1999, , , , ,SALES TAX, ,1999, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7422412428, -122.42424649)"
4296,26076000,Fix,DIVISADERO,EDDY, , ,5, ,SIGNAL, ,ALL, , ,NEW DONE, ,1999, , , , ,SALES TAX, ,1999, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7805934299, -122.438939974)"
4297,26460000,Actuated,TAMALPAIS,TURK, , ,1, ,SIGNAL,LOOPS,ALL,YES, ,NEW DONE, ,1999, , , , ,SALES TAX, ,1999, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7783943709, -122.448892427)"
4298,23964000,Preempt,22ND ST WEST,POTRERO,OPTICOM, ,"9,10", ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",MOD AFTER FULL PENDING,4/03, ,NONE,PENDING,DONE,NONE,SALES TAX, ,1948, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7561715078, -122.406646903)"
4299,24241000,Fix,13TH ST,SOUTH VAN NESS, ,US 101 ON RAMP,"6,9", ,SIGNAL, ,ALL, , ,NONE, , ,NONE,NONE,NONE,NONE,STATE/CITY, ,1960,101(b),X,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7698200231, -122.417766408)"
4300,26796000,Fix,CERVANTES,MARINA, ,SCOTT,2, ,SIGNAL, ,ALL, , ,NONE, , , , , , , , ,1954, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.8057912199, -122.442223008)"
4301,8747101,Fix,MARKET,MIDBLOCK AT, ,POWELL,"3,6", ,SIGNAL, ,ALL, , ,NONE, , , , , , , , ,1953, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7845314885, -122.407393302)"
4302,7826101,Fix,KEZAR,MIDBLOCK AT, ,JOHN F KENNEDY,5,WALLER,SIGNAL, ,ALL,YES, ,NONE, , , , , , , , ,1989, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7705234324, -122.455419161)"
4303,25913000,Fix,FELL,LAGUNA, , ,5, ,SIGNAL, ,ALL, , ,FULL DONE,07/00, ,NONE,NONE,DONE,NONE,SALES TAX, ,1955, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7755294891, -122.426083541)"
4304,11935000,BEACON,SILVER,MIDBLOCK AT, ,REVERE, ,THOMAS,BEACON, ,n.a., , ,B&F, , ,NONE,NONE,NONE,DONE, , ,1997, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7359713465, -122.399560348)"
4305,10613201,BEACON,PORTOLA,MIDBLOCK AT, ,GLENVIEW, ,TWIN PEAKS,BEACON, ,n.a., , ,B&F, , ,NONE,NONE,NONE,DONE, , ,0, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7460596507, -122.44936632)"
4306,10612201,BEACON,PORTOLA,MIDBLOCK AT, ,BURNETT, ,GLENVIEW,BEACON, ,n.a., , ,B&F, , ,NONE,NONE,NONE,DONE, , ,0, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7467997861, -122.446276906)"
4307,26253000,BEACON,CLARENDON,OAK PARK, , , , ,BEACON, ,n.a., , ,B&F, , ,NONE,NONE,NONE,DONE, , ,0, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7551212283, -122.455065607)"
4308,22268000,BEACON,CHENERY,ELK, , , , ,BEACON, ,n.a., , ,B&F, , ,NONE,NONE,NONE,DONE, , ,0, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7358909817, -122.439735719)"
4309,20467000,Actuated&Preempt,03RD ST,LE CONTE,VETAG, ,10, ,SIGNAL,WIRELESS,ALL,YES,TSP,NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7188394737, -122.397490822)"
4310,20651000,CALTRANS,SAN BRUNO,SILLIMAN, ,US 101 OFF RAMP, , ,CALTRANS, ,ALL, , ,CALTRANS, , ,NONE,NONE,NONE,NONE, , ,0,101(a),X,25, ,75,,06/21/2017 12:00:00 AM +0000,"(37.7312418674, -122.405099083)"
4311,2805000,CALTRANS,BAYSHORE,US 101 OFF RAMP, , , , ,CALTRANS, ,n.a., , ,CALTRANS, , , , , , , , ,0,101(a),X,25, ,75,,06/21/2017 12:00:00 AM +0000,"(37.7322649121, -122.404312665)"
4312,27176000,Actuated,FUNSTON,LINCOLN, , ,5, ,SIGNAL,WIRELESS,ALL,YES, ,NEW DONE, ,1999, , , , ,FEDS, ,1999, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7657441937, -122.470740481)"
4313,11928000,BEACON,SILVER,MIDBLOCK AT, ,ELMIRA, ,LEDYARD,BEACON, ,n.a., , ,B&F, , ,NONE,NONE,NONE,DONE, , ,1997, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7338823912, -122.403159969)"
4314,33572000,BEACON,CLARENDON,GALEWOOD, , , , ,BEACON, ,n.a., , ,B&F, , ,NONE,NONE,NONE,DONE, , ,0, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.752337076, -122.456019334)"
4315,20656000,Fix,BAYSHORE,SILVER,OPTICOM, ,10, ,SIGNAL,WIRELESS&LOOPS,ALL,YES,"TSP,FIRE PREEMPT",MOD DONE, , ,NONE,DONE,NONE,NONE,SALES TAX, ,1955,101(a),X,0, ,100,,06/21/2017 12:00:00 AM +0000,"(37.7329537767, -122.40466975)"
4316,52238000,Actuated,OCEAN,ON RAMP I-280,VETAG, ,11, ,SIGNAL,VETAG-LRV,ALL,YES,ACTUATED TRANSIT PHASE,FULL DONE,1/01, ,NONE,NONE,DONE,NONE,SALES TAX, ,1978, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7229619233, -122.447285776)"
4317,27510000,Actuated,22ND AVE,FULTON, , ,1, ,SIGNAL,LOOPS,ALL,YES, ,NEW DONE,01/01, , , , , ,SALES TAX, ,2001, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7727212148, -122.480991977)"
4318,27504000,Fix,19TH AVE,GEARY,OPTICOM, ,1, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",NEW DONE,10/01, , , , , ,SALES TAX, ,2002, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7803861539, -122.478318131)"
4319,27285000,Fix,07TH AVE,GEARY,OPTICOM, ,1, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",NEW DONE,10/01, ,DONE,NONE,NONE,NONE,SALES TAX, ,2004, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7809704319, -122.465366094)"
